portfolioName(string),index(int option),yearMonth(date),ret(float)
Mine,3,2010-05-01T00:00:00.0000000,-0.07610371258691909
Mine,1,2010-06-01T00:00:00.0000000,-0.06591976824627153
Mine,2,2010-06-01T00:00:00.0000000,-0.05812459549097055
Mine,3,2010-06-01T00:00:00.0000000,-0.045309744677701366
Mine,1,2010-07-01T00:00:00.0000000,0.06306878020415044
Mine,2,2010-07-01T00:00:00.0000000,0.07925047254911806
Mine,3,2010-07-01T00:00:00.0000000,0.06889264440892387
Mine,1,2010-08-01T00:00:00.0000000,-0.05003908741254413
Mine,2,2010-08-01T00:00:00.0000000,-0.047088685607766946
Mine,3,2010-08-01T00:00:00.0000000,-0.041712930097001756
Mine,1,2010-09-01T00:00:00.0000000,0.09153431429466577
Mine,2,2010-09-01T00:00:00.0000000,0.09878550696470378
Mine,3,2010-09-01T00:00:00.0000000,0.09191715463760158
Mine,1,2010-10-01T00:00:00.0000000,0.03899369472243808
Mine,2,2010-10-01T00:00:00.0000000,0.03253094170908896
Mine,3,2010-10-01T00:00:00.0000000,0.045516598097153554
Mine,1,2010-11-01T00:00:00.0000000,0.001636465671794959
Mine,2,2010-11-01T00:00:00.0000000,0.010156639108060063
Mine,3,2010-11-01T00:00:00.0000000,0.004295811715249188
Mine,1,2010-12-01T00:00:00.0000000,0.08875768432507099
Mine,2,2010-12-01T00:00:00.0000000,0.07080199206280698
Mine,3,2010-12-01T00:00:00.0000000,0.05308703193999945
Mine,1,2011-01-01T00:00:00.0000000,0.019358586487325056
Mine,2,2011-01-01T00:00:00.0000000,0.019703622790716382
Mine,3,2011-01-01T00:00:00.0000000,0.022454920872535245
Mine,1,2011-02-01T00:00:00.0000000,0.03353929537742768
Mine,2,2011-02-01T00:00:00.0000000,0.04141866459908846
Mine,3,2011-02-01T00:00:00.0000000,0.035510168315051896
Mine,1,2011-03-01T00:00:00.0000000,0.003733726827433077
Mine,2,2011-03-01T00:00:00.0000000,0.003114989498752368
Mine,3,2011-03-01T00:00:00.0000000,0.002468477630211712
Mine,1,2011-04-01T00:00:00.0000000,0.031140584842511622
Mine,2,2011-04-01T00:00:00.0000000,0.026680482379892186
Mine,3,2011-04-01T00:00:00.0000000,0.025974373184995632
Mine,1,2011-05-01T00:00:00.0000000,-0.02678226549503511
Mine,2,2011-05-01T00:00:00.0000000,-0.01459889466894276
Mine,3,2011-05-01T00:00:00.0000000,-0.004701741823239716
